VID,Label,Start,End,Height,Width,FramesCut,AnnotatedFrames,Usage
k1BsRbE1aXE,67,00:00:04,00:00:07,320,568,90,3,0
k1ZSsLL-HZo,78,00:10:37,00:10:41,320,568,100,3,1
k1rTAI2aExI,36,00:00:24,00:00:30,320,390,90,5,0
k2NNz05NYXU,21,00:00:02,00:00:10,320,426,240,3,0
k2OMsQFlDAg,67,00:00:38,00:00:41,320,426,45,3,0
k3BPoQFyVKg,65,00:00:00,00:00:03,320,480,77,3,0
k9bLUzJwJyc,15,00:01:18,00:01:26,320,568,240,3,0
kD18heOuRtE,46,00:00:26,00:00:30,320,568,121,3,0
kGGUlJs-NPY,61,00:00:14,00:00:18,320,426,101,3,0
kGXVMwxoEto,78,00:02:04,00:02:08,320,568,100,3,0
kGucBDi6CDE,26,00:00:06,00:00:10,320,564,120,3,0
kIZdN_6-yvU,78,00:12:57,00:13:00,320,568,75,3,0
kLCI4fZIUjU,12,00:00:52,00:01:00,320,568,240,3,0
kM0R7F0IhEo,43,00:00:02,00:00:11,320,568,270,3,0
kMw24q1Ftvg,35,00:00:04,00:00:06,320,426,30,3,0
kNyoSywIa6Q,78,00:03:59,00:04:02,320,568,76,3,0
kPGJX9b0luk,21,00:00:01,00:00:09,320,426,160,3,1
kRzPxuIZOCw,35,00:00:10,00:00:14,320,568,120,3,0
kTNOY900Hbk,63,00:00:27,00:00:32,320,426,151,3,0
kV5SjI_mJ5g,72,00:00:02,00:00:07,320,426,136,3,0
kVr5c10A1Rk,75,00:00:09,00:00:12,320,426,90,3,0
kWGo_MsRGDM,45,00:00:05,00:00:09,320,426,120,3,0
kWttGQJEBIk,78,00:02:24,00:02:27,320,426,90,3,0
kXBFlJJQjcg,22,00:00:05,00:00:09,320,568,120,3,0
kZjTyqVPYOg,63,00:00:02,00:00:06,320,568,120,3,1
kbstjnwA3-o,11,00:00:11,00:00:19,320,426,160,3,0
kdDluccyCHc,54,00:01:08,00:01:11,320,566,90,3,0
kdnl9RaeGvk,11,00:01:50,00:01:56,320,568,150,3,0
kev96hAYOrc,44,00:01:27,00:01:33,320,568,144,3,1
kexc3pPUVCU,55,00:00:34,00:00:42,320,426,240,3,1
kf1F3XHSvY8,34,00:00:07,00:00:10,320,568,90,3,0
kfiNFtembDA,78,00:01:02,00:01:06,320,568,120,3,0
kgNU2YTPs6Q,75,00:00:25,00:00:29,320,568,120,3,1
khiRuD0khgk,78,00:00:36,00:00:39,320,568,90,5,0
kj9Sw7ICzkY,77,00:00:02,00:00:05,320,568,72,3,1
kl21MmemqLY,66,00:00:03,00:00:08,320,568,150,3,0
klP8eT6Q7jg,78,00:06:04,00:06:09,320,568,125,3,0
kncSOPj6m4g,63,00:00:04,00:00:08,320,426,120,3,0
ko-Qoos1Eos,15,00:00:00,00:00:04,320,426,121,3,1
ko4Xt6JRJPs,41,00:00:49,00:00:54,320,426,125,3,1
ko7QYFoWAvU,12,00:00:08,00:00:13,320,426,150,5,1
kozVUtNqPco,45,00:00:13,00:00:16,320,426,91,3,0
kpbZTZvE3Ts,21,00:02:06,00:02:14,320,426,240,3,1
kphcz5ZlDgc,76,00:00:19,00:00:24,320,568,150,3,0
kqfwnwqd7_M,66,00:00:08,00:00:11,320,426,90,3,1
kqxDwJIYHrc,45,00:00:28,00:00:34,320,568,150,3,0
kqyWTO4gql0,57,00:00:06,00:00:14,320,568,200,3,0
krX_tud9inY,75,00:02:21,00:02:25,320,568,120,3,1
kr_4ud8j5-I,63,00:00:00,00:00:08,320,426,120,3,0
kxJjuiuSm-c,57,00:00:14,00:00:21,320,568,211,3,0
l-2rjdjSk60,61,00:00:10,00:00:13,320,568,72,3,0
l-R99zuEStY,18,00:00:24,00:00:30,320,400,150,5,0
l-effi6C9SU,61,00:00:10,00:00:15,320,568,150,3,0
l-q0vOFy99A,16,00:00:19,00:00:20,320,480,30,3,1
l05XkYQvHnw,63,00:01:10,00:01:18,320,426,240,3,0
l0KmaQs2JdY,21,00:00:10,00:00:16,320,390,90,3,0
l1Y7CBhCO7M,11,00:02:06,00:02:12,320,568,144,3,0
l2d14cWPKPw,16,00:00:32,00:00:34,320,426,50,3,0
l2ujiRBKyBs,44,00:00:15,00:00:23,320,568,241,3,1
l36sg8ywKCE,28,00:00:04,00:00:08,320,426,60,3,0
l5D-suNvUw4,77,00:00:04,00:00:08,320,390,60,3,0
l5dZ2EBYibk,76,00:01:12,00:01:16,320,426,100,3,0
l6WBE25b0Gw,76,00:00:12,00:00:16,320,426,121,3,0
l7K5dhiuYT4,44,00:00:57,00:01:02,320,568,151,5,0
l7X__DOmu4Q,63,00:00:00,00:00:06,320,568,181,3,0
lARdpsbz8ZQ,11,00:00:48,00:00:52,320,466,100,3,0
lAd-IllgUpQ,76,00:00:00,00:00:06,320,568,181,3,0
lAjpm97JIT8,61,00:00:20,00:00:25,320,568,150,3,0
lBcpZOh2_OA,56,00:00:00,00:00:05,320,426,126,5,1
lCCzYvcIY7E,46,00:01:13,00:01:16,320,426,91,3,0
lDdrtNftpJ4,41,00:00:24,00:00:31,320,568,210,3,0
lG1g-z72OsE,67,00:00:08,00:00:11,320,568,72,3,0
lGIbG1mUTxs,17,00:00:18,00:00:23,320,568,125,3,1
lJzD2oNPVpQ,55,00:00:00,00:00:08,320,426,241,3,1
lKVwqpSWXJI,63,00:00:01,00:00:06,320,426,148,3,0
lKvsv-pr1gE,28,00:01:54,00:02:03,320,568,216,3,0
lLvLPlsZrfc,45,00:00:05,00:00:08,320,568,90,3,0
lLyF8zcP674,11,00:00:56,00:01:02,320,568,181,3,0
lNpeTCEPrRk,36,00:00:10,00:00:14,320,568,100,5,0
lOKUUBsi6WI,78,00:01:13,00:01:16,320,426,91,3,0
lQM0aeHXbyo,56,00:00:49,00:00:53,320,568,120,3,0
lQflVDHtPSM,67,00:01:03,00:01:06,320,568,90,3,0
lSQQCOZUe0g,73,00:00:15,00:00:19,320,568,121,3,1
lVR8A2utvp0,26,00:00:01,00:00:06,320,482,120,3,0
lVVaezbrR9w,43,00:01:50,00:01:52,320,568,60,5,0
lXfbkB_tbaA,41,00:00:03,00:00:08,320,426,67,3,1
lZDGZJH6Hnk,72,00:00:02,00:00:05,320,426,90,3,1
l_KfRv-ISyg,48,00:02:55,00:03:00,320,568,125,3,0
la8XW39FKRY,72,00:00:15,00:00:18,320,568,91,3,0
laAlYz7-TvI,46,00:00:13,00:00:21,320,426,93,3,1
lb5H1xiXyCQ,72,00:00:07,00:00:10,320,426,45,3,0
lbtDvK_HmgQ,35,00:01:51,00:01:53,320,568,60,3,0
ld4Kl7GzYv4,18,00:00:01,00:00:07,320,568,180,5,0
ldnLxTablA8,18,00:00:01,00:00:09,320,388,240,3,0
leTKfKtJ32A,77,00:00:06,00:00:09,320,568,90,3,0
lgVKAM7PzuE,78,00:06:40,00:06:44,320,568,120,3,0
lh0AqlL53ac,13,00:01:44,00:01:52,320,568,241,3,1
lifJLb-O7ag,67,00:00:37,00:00:42,320,568,150,3,1
ljpy2HKGhtk,54,00:01:01,00:01:04,320,568,90,3,0
ljtW0jn_ZZM,72,00:00:00,00:00:08,320,426,241,3,0
lk8aQbifCtc,28,00:00:43,00:00:48,320,568,151,3,1
llnotaUjG20,72,00:00:08,00:00:13,320,426,75,3,0
lmVQrHsZWSs,57,00:00:31,00:00:33,320,568,48,3,0
lmaWLU6uTvU,28,00:00:11,00:00:14,320,320,91,3,0
lnCNV8yA25E,16,00:00:04,00:00:08,320,426,48,3,1
lnPqFq1lIGg,18,00:21:30,00:21:32,320,568,50,3,0
lpGeu2WlKig,46,00:00:09,00:00:14,320,426,150,5,1
lqCEzGo3z74,41,00:00:01,00:00:09,320,568,240,3,0
lr9UECE5faE,21,00:00:12,00:00:16,320,568,121,3,0
lrFZWQ_oOfs,61,00:00:00,00:00:04,320,568,121,3,1
lsyccKHwnRU,44,00:00:23,00:00:27,320,426,120,3,0
ltUNBEtudyg,11,00:01:06,00:01:10,320,400,100,3,1
lv2xBL6z5OQ,13,00:00:03,00:00:09,320,426,180,3,1
lvb7B8pd1BE,78,00:01:30,00:01:34,320,568,121,3,0
lwEnewacY9E,73,00:00:20,00:00:26,320,426,180,3,0
lwFBg8V4HMk,66,00:00:04,00:00:07,320,426,30,3,0
lxAmJ4MSmFI,35,00:00:07,00:00:12,320,426,150,3,0
lyV92G0JJQw,36,00:00:00,00:00:08,320,568,241,3,0
m0YHAjlzm1k,76,00:01:47,00:01:50,320,568,90,3,0
m0b5YlECWS0,26,00:00:27,00:00:35,320,568,241,3,0
m0vWMzdwPVc,48,00:02:39,00:02:47,320,568,240,3,0
m2TJ3tU8mbo,11,00:03:03,00:03:07,320,426,100,3,0
m2yYxgaT0uU,77,00:00:40,00:00:47,320,568,210,5,0
m4mPPDoMSQI,44,00:00:02,00:00:05,320,568,75,3,0
m83bvmTQ5vI,16,00:01:57,00:02:00,320,400,91,3,0
mAZKtV8odxg,13,00:01:31,00:01:36,320,568,150,3,0
mAj8svFm4ww,28,00:00:14,00:00:18,320,426,121,3,0
mAvx2qaLpXw,22,00:00:39,00:00:46,320,568,168,3,0
mC6k1yZBRJs,65,00:01:00,00:01:07,320,568,162,3,0
mCA3GorQzPQ,67,00:01:34,00:01:37,320,480,90,3,0
mDQc4MKAVlc,78,00:15:05,00:15:10,320,568,150,3,1
mE8VC1Fx8pM,67,00:00:05,00:00:08,320,568,90,3,0
mEtqihF-Fgo,67,00:01:23,00:01:29,320,568,180,3,0
mF8PNKEnkJY,75,00:00:58,00:01:02,320,568,121,5,1
mG0-G0A1xdc,78,00:15:30,00:15:34,320,568,121,3,0
mH-M2SRg4Hs,55,00:00:05,00:00:13,320,568,240,3,0
mHFZCn-jRpE,56,00:01:57,00:02:02,320,568,120,5,1
mHXNjZS74sE,22,00:00:01,00:00:09,320,426,240,3,0
mKWWw6CnzUQ,72,00:00:05,00:00:09,320,426,120,3,1
mLV-O2Rtcyk,48,00:00:00,00:00:04,320,426,121,5,0
mMLZeaDxT1Y,34,00:01:39,00:01:44,320,568,150,3,0
mN31EN5GdcM,66,00:00:05,00:00:09,320,568,120,3,0
mOa94LHlRM4,18,00:00:09,00:00:17,320,568,240,3,0
mPBAJiE5QH0,63,00:02:44,00:02:48,320,426,121,3,0
mQivrBJvtlM,16,00:00:51,00:00:57,320,568,150,5,1
mQkyRAHlwFM,77,00:01:57,00:02:03,320,426,90,3,0
mRtieHC2u_U,36,00:02:02,00:02:05,320,568,90,3,0
mRwirUREBZU,46,00:00:00,00:00:06,320,568,181,3,0
mS2HvqQ7hdM,67,00:01:12,00:01:16,320,426,121,5,0
mT9fDOVnzNY,44,00:00:10,00:00:15,320,426,150,3,0
mTVDEeLvpGU,48,00:01:25,00:01:27,320,568,60,3,1
mUfFoPwitUg,57,00:00:06,00:00:13,320,568,175,3,0
mV9YK0o96tY,36,00:00:49,00:00:52,320,426,90,3,0
mVLw-FkOOrI,48,00:01:20,00:01:23,320,426,45,3,0
mWBSns8KUmg,78,00:23:36,00:23:39,320,568,75,3,0
mWFSWV1UZUo,36,00:01:06,00:01:09,320,568,90,3,0
mWOTrm48IF4,73,00:03:01,00:03:09,320,426,240,3,0
mX4J_iUxv_I,15,00:00:04,00:00:07,320,568,90,3,0
mb4EXRkVtC0,41,00:00:06,00:00:11,320,568,120,3,0
mbVqiH3GR7I,44,00:00:00,00:00:04,320,426,121,3,1
mc6dt6raby0,75,00:00:03,00:00:06,320,426,45,3,0
mcClwDFjTHo,72,00:00:05,00:00:08,320,568,90,3,0
mcNa4sAwukk,34,00:00:02,00:00:04,320,426,50,3,0
mcdODLZPwiI,22,00:00:01,00:00:07,320,568,179,3,0
md0sJkfAXtI,73,00:00:28,00:00:30,320,426,30,3,0
mdIjgGxdsm0,44,00:00:19,00:00:26,320,568,210,3,0
mdVj2eFAtMg,76,00:00:02,00:00:05,320,426,90,3,1
mgoqXPb8SME,12,00:00:04,00:00:08,320,568,48,3,1
mijO0KDjv6M,17,00:02:26,00:02:31,320,426,125,3,0
mjXa7692Wcw,57,00:01:20,00:01:26,320,568,180,3,0
mmudbN6uwuo,22,00:00:02,00:00:04,320,568,60,3,0
mnaZEGie2Xk,13,00:05:50,00:05:55,320,568,120,3,0
moFXmbCl1dk,76,00:00:27,00:00:30,320,568,91,3,1
moStjgNPLqM,76,00:00:12,00:00:18,320,426,181,3,0
mpF84OC5ing,18,00:01:08,00:01:16,320,568,200,3,0
mppkGncJ12M,67,00:00:52,00:01:00,320,426,240,3,1
mqjTMIdeghU,18,00:00:14,00:00:16,320,640,51,3,0
mrpG-WO7Nx0,72,00:00:07,00:00:10,320,426,90,3,1
msJfjtmWd08,77,00:00:21,00:00:27,320,426,180,3,0
mu31o9zzHQs,36,00:01:44,00:01:48,320,568,121,3,0
mymYfX0jTbI,18,00:03:10,00:03:13,320,568,75,3,0
mywY5WhwDSo,16,00:00:03,00:00:09,320,568,180,3,0
mzbe4DqmUzg,65,00:00:35,00:00:38,320,426,90,3,0
n-o-2U1WXTk,13,00:01:26,00:01:30,320,426,120,3,0
n0NM0ey49z4,36,00:00:04,00:00:08,320,568,120,2,0
n3DSSGWisgk,18,00:00:01,00:00:03,320,568,60,3,1
n3S17t2S2_8,68,00:00:02,00:00:08,320,426,180,3,0
n3b4MFvR0Hg,48,00:00:00,00:00:06,320,426,181,3,0
n4XdE3PjBy0,61,00:00:13,00:00:19,320,426,151,3,1
n6ZtOZiouUU,45,00:00:20,00:00:23,320,426,90,3,0
n7ZSUqXv4mo,78,00:03:08,00:03:13,320,568,150,3,0
n7cMNR5mc2A,35,00:00:26,00:00:33,320,426,211,3,0
n8q3ryUVhyA,76,00:04:20,00:04:26,320,480,150,3,0
n9j3a6ufL6Y,65,00:00:22,00:00:30,320,426,240,3,0
nAaPim0We2A,54,00:00:07,00:00:10,320,568,75,3,0
nDZab-bHXYs,78,00:07:15,00:07:21,320,568,151,3,0
nDcy77fGzug,72,00:00:00,00:00:05,320,426,126,5,0
nEA3shHSQcE,36,00:00:32,00:00:36,320,568,120,3,0
nEbM2svDsNU,75,00:01:05,00:01:07,320,426,60,3,0
nGyfaJV3pyU,68,00:00:00,00:00:05,320,568,151,3,1
nI-_DF6vSRo,34,00:00:10,00:00:13,320,568,90,3,1
nJ86GS7kTpI,76,00:00:07,00:00:10,320,426,90,3,0
nJThlKXDhXo,18,00:00:05,00:00:08,320,640,75,2,1
nJYAPva5E7k,21,00:00:40,00:00:48,320,426,240,5,0
nJ_jQb4aIqs,11,00:06:27,00:06:35,320,568,240,3,0
nJzA-pT7srs,44,00:00:04,00:00:07,320,426,90,3,0
nKhbcBa67hg,75,00:00:01,00:00:04,320,426,90,3,0
nNa1cmaIoGw,17,00:00:29,00:00:31,320,568,49,3,0
nTNCch1B-Ok,67,00:00:09,00:00:11,320,568,60,3,0
nWzkFQMzz_s,57,00:00:31,00:00:35,320,568,120,3,0
nYpA2zxTurE,72,00:00:10,00:00:13,320,568,90,3,0
naElLC53tVs,43,00:00:47,00:00:50,320,568,90,3,1
najeSeYLcSs,15,00:00:00,00:00:03,320,568,91,3,1
natppWePVQk,22,00:00:00,00:00:06,320,568,181,3,0
ncVrVtHHad0,55,00:00:02,00:00:08,320,426,180,3,0
nchMCH5Cf08,46,00:00:00,00:00:06,320,568,181,3,0
nhGzNRNGQ4w,55,00:00:15,00:00:19,320,426,101,3,0
nhvBCBpTIIc,41,00:00:06,00:00:12,320,568,150,3,0
niGcpeTq4m4,55,00:00:44,00:00:52,320,426,241,3,0
niThvHI7Zvk,48,00:04:43,00:04:47,320,568,121,3,0
njmCUZwA6UE,54,00:00:06,00:00:09,320,426,75,2,0
nkfU4tdlRJc,73,00:00:01,00:00:04,320,568,90,3,1
nn4g5NPfxiI,46,00:00:17,00:00:20,320,426,90,3,0
nrQDlcjsGFc,75,00:00:08,00:00:13,320,568,150,3,0
nrma1Mk3jog,22,00:03:10,00:03:16,320,426,150,3,0
nroB4KH_FKA,12,00:05:47,00:05:53,320,568,180,3,0
nrwd_s27h88,18,00:00:32,00:00:37,320,568,125,3,0
ntbN0B2U7mg,36,00:00:18,00:00:24,320,426,60,3,1
ntcKUdZxXPI,56,00:01:26,00:01:31,320,568,120,3,0
ntivCnL7t4A,11,00:00:09,00:00:12,320,568,90,5,1
ntkXQtHLsa8,28,00:00:23,00:00:30,320,426,210,3,0
nvkBKknlQf0,63,00:03:40,00:03:47,320,568,210,3,0
nwMHvnkIUKE,13,00:04:17,00:04:23,320,426,180,3,0
nyUlcK53vWk,65,00:00:09,00:00:12,320,568,75,3,0
o-Tv_rp-J-o,65,00:00:16,00:00:19,320,426,75,3,0
o0-SoLQ_6Xg,13,00:02:04,00:02:12,320,568,240,3,0
o0u0IFgFrFc,72,00:00:01,00:00:07,320,426,180,3,0
o4ePazF3rZw,11,00:05:35,00:05:38,320,568,90,3,1
o588gmcHcHM,75,00:00:17,00:00:20,320,426,90,3,0
o5mNTeeTrZw,65,00:00:02,00:00:05,320,426,45,3,0
o5mqLk9SY6E,17,00:04:51,00:04:59,320,568,240,3,0
o6PfT-LwNyY,61,00:00:32,00:00:38,320,390,180,3,0
o7d4XXuXcfg,22,00:00:09,00:00:11,320,480,60,3,0
o84_fGz1R8s,22,00:00:07,00:00:12,320,568,149,3,0
oAqb4RTcxxs,26,00:00:58,00:01:06,320,426,241,3,1
oBJj5QTb_54,48,00:08:42,00:08:48,320,568,180,3,0
oGHlF64COjY,44,00:00:29,00:00:37,320,426,241,3,0
oGqtEoL2HqM,66,00:00:07,00:00:11,320,426,120,3,0
oICYKLYKgMg,48,00:00:10,00:00:14,320,426,42,3,0
oILSr5ogzjA,45,00:00:12,00:00:16,320,426,121,5,1
oJdnPGbUsyk,46,00:00:08,00:00:16,320,426,240,3,0
oK63XGG4woI,75,00:00:09,00:00:12,320,426,90,3,0
oN1x3Ik1t5Y,17,00:00:04,00:00:06,320,568,60,3,1
oRkwnpVbMuo,75,00:00:04,00:00:07,320,568,89,3,0
oTF93dKdDgY,45,00:00:45,00:00:52,320,568,211,5,1
oT_Cg6EY2tM,12,00:00:00,00:00:04,320,568,121,3,0
oUOS5nO8-QU,46,00:00:41,00:00:47,320,426,181,3,0
oWpDOuVaYxo,77,00:00:20,00:00:24,320,426,120,3,0
oX4EEZvEGvw,17,00:02:24,00:02:27,320,568,90,3,0
oYTUfM1vEjs,68,00:00:05,00:00:13,320,568,240,3,0
ocAtoNVPvaE,15,00:00:13,00:00:16,320,480,91,3,0
ocXYoGbiMs4,48,00:03:36,00:03:40,320,568,120,3,0
odHRx-9JPBk,54,00:00:11,00:00:16,320,474,151,3,0
oej_ywWsXVY,21,00:00:16,00:00:24,320,426,96,3,0
og5yc4SvWXg,61,00:00:03,00:00:06,320,568,90,3,1
oh6Keb022u8,45,00:00:10,00:00:20,320,426,300,3,1
ohOQFVw5nEg,45,00:00:43,00:00:48,320,568,151,3,0
oiFkDDhNX1A,15,00:00:01,00:00:05,320,568,120,5,0
om-A-KB59Qo,36,00:00:25,00:00:29,320,568,120,3,0
on7MOeFewcc,55,00:00:45,00:00:50,320,426,151,3,0
oqIQ1TiFdns,61,00:00:03,00:00:11,320,568,240,3,0
orNEyK0AoEA,28,00:00:04,00:00:10,320,568,178,3,0
orPR2nq3K2I,77,00:00:24,00:00:29,320,568,125,5,1
ot_to1gZwjI,15,00:00:06,00:00:11,320,568,150,5,0
ou7ya-b5a1o,21,00:00:01,00:00:07,320,568,180,3,0
ouFmCnCh1wk,73,00:00:00,00:00:06,320,426,181,3,0
ouJcNCcHYEA,61,00:01:03,00:01:07,320,426,120,3,1
ouWJa6FC7-E,56,00:00:20,00:00:25,320,426,150,3,0
ouzQ26oEhzE,17,00:01:14,00:01:22,320,568,241,3,0
ovd9ssLDoZw,55,00:00:00,00:00:08,320,426,120,3,0
oxlsk5PcpJg,16,00:00:00,00:00:05,320,426,151,3,1
oyTZDNARzic,44,00:01:02,00:01:05,320,568,75,3,0
ozDMyZyus3M,76,00:00:00,00:00:06,320,426,163,3,0
p1niCzFd4iI,22,00:01:04,00:01:08,320,426,100,3,0
p2T3uychE4E,73,00:00:30,00:00:36,320,426,181,3,0
p3qclGadWWI,61,00:00:17,00:00:22,320,568,150,3,1
p55k91lyJf4,55,00:00:08,00:00:16,320,426,168,3,1
p6u1V9Pgyvs,68,00:00:04,00:00:08,320,566,96,5,0
p8gVaTW5Fnc,65,00:07:58,00:08:01,320,568,91,1,1
p8nf_Bm9N54,35,00:00:01,00:00:05,320,568,120,5,1
pBf6ud04HNw,34,00:05:27,00:05:35,320,480,240,3,0
pD9ro9h--Bc,36,00:01:27,00:01:30,320,568,91,3,0
pEBflN1TFXk,15,00:00:07,00:00:12,320,568,150,3,0
pFq5V81sGRQ,77,00:00:39,00:00:45,320,568,180,3,0
pH02zLhqcaE,34,00:00:08,00:00:16,320,568,240,3,0
pL-sM9egNS0,13,00:01:25,00:01:28,320,426,90,3,0
pLVTS2PJ6OM,26,00:00:00,00:00:08,320,426,241,3,0
pN5JXPrdM8w,73,00:00:56,00:01:02,320,426,181,3,0
pOLG9YhJwzE,61,00:00:01,00:00:07,320,426,90,3,0
pOfIzdcMZ-c,48,00:00:00,00:00:05,320,568,121,5,1
pOqRFj2DMKA,75,00:00:04,00:00:07,320,426,90,3,0
pRikOCJF2K4,21,00:00:02,00:00:06,320,426,120,3,0
pRtaNmwZ2Ig,43,00:00:38,00:00:42,320,568,96,3,0
pS-lJk24e14,17,00:05:51,00:05:56,320,426,125,3,1
pSUUFXhf5XU,16,00:00:47,00:00:50,320,426,90,3,0
pSbIKC7I5bM,66,00:00:38,00:00:41,320,426,90,3,1
pUW4DPda160,75,00:00:39,00:00:42,320,480,90,3,0
pUXhKrMX3gc,57,00:01:02,00:01:07,320,568,150,3,0
pV81hl_A9TI,21,00:00:11,00:00:17,320,568,144,3,0
pXQHtzyCzpM,65,00:01:46,00:01:49,320,568,90,3,0
p_x90xpb46s,16,00:00:02,00:00:10,320,568,240,3,0
pach8L4n1Bk,54,00:00:12,00:00:15,320,568,91,3,0
pad50WpwrFs,18,00:01:47,00:01:52,320,568,150,3,0
pc-yi6MTvdI,12,00:00:00,00:00:08,320,568,241,3,0
pfW2yk9FlgM,13,00:01:48,00:01:53,320,568,120,5,0
pgwKrqVOzhI,34,00:00:27,00:00:30,320,568,91,3,0
phMRkVWHWkU,26,00:00:09,00:00:14,320,426,150,3,0
pihBROpwgXU,48,00:00:03,00:00:10,320,568,189,3,0
plBUaDcbE_k,16,00:00:01,00:00:04,320,568,75,3,0
pq1Now74l7g,63,00:00:00,00:00:06,320,568,181,3,0
pr9a2SYhx1I,72,00:00:02,00:00:08,320,568,180,3,0
prUyWk7awr8,34,00:02:24,00:02:28,320,568,120,3,0
psw6WjHgl9U,77,00:00:14,00:00:19,320,426,50,3,0
ptm23KnhQwI,18,00:00:00,00:00:06,320,426,181,3,0
puw-bOsKxVo,22,00:00:20,00:00:27,320,568,210,3,0
pw1W9DW26EE,63,00:00:47,00:00:52,320,568,150,3,0
pwmtkiL-lVw,35,00:00:01,00:00:09,320,426,240,3,1
pxf5ZeHB3-U,72,00:00:00,00:00:06,320,480,181,3,0
pyE7NeM42S0,44,00:01:22,00:01:27,320,564,125,5,1
pz1VZaNQjXY,17,00:03:04,00:03:08,320,568,100,3,0
q-Q51uuejuw,54,00:00:06,00:00:09,320,568,90,3,0
q01o1J7zy5A,66,00:00:01,00:00:09,320,568,240,3,0
q02nvjQfcA0,72,00:00:08,00:00:14,320,480,180,5,1
q0CYwoDlf6Q,17,00:00:40,00:00:44,320,568,100,3,1
q0RJ6haCNjo,46,00:00:56,00:01:04,320,426,120,3,1
q4ZVjYbBmD0,35,00:00:33,00:00:36,320,568,90,5,1
q4a6uiSO3hM,44,00:00:16,00:00:19,320,400,75,3,0
q4c27aSHjls,77,00:01:06,00:01:09,320,568,90,3,0
q4jeW0iSA9Y,17,00:00:46,00:00:49,320,568,90,3,0
q6y7oeZx9WY,57,00:07:52,00:07:57,320,568,120,3,1
q9S4LNyjc8s,26,00:00:32,00:00:40,320,426,120,3,0
q9TtLiVKDy8,12,00:00:00,00:00:08,320,568,241,3,0
q9g_GocTJ-g,21,00:00:05,00:00:13,320,568,192,3,0
qA-IdLVtH-M,63,00:00:00,00:00:08,320,568,193,3,0
qALaJk9PV3U,76,00:00:15,00:00:19,320,568,121,3,0
qBAh2zN7se4,36,00:00:01,00:00:05,320,426,120,3,0
qBy1SsSoxW0,43,00:00:00,00:00:06,320,584,181,5,0
qCSWa5ihhRY,48,00:00:21,00:00:24,320,426,90,3,1
qCit6e2MZHg,43,00:00:38,00:00:46,320,564,240,5,1
qDi0MZJZ-w0,54,00:00:39,00:00:42,320,426,90,3,1
qEJZkX6_5Iw,63,00:00:00,00:00:06,320,568,181,3,0
qEVpJK7pEPE,44,00:02:05,00:02:09,320,568,100,5,1
qEkZSu0A4zQ,67,00:00:02,00:00:08,320,568,180,2,0
qF6vt5avEec,55,00:01:09,00:01:17,320,568,192,3,0
qFFBaU7Lqa0,17,00:00:04,00:00:08,320,426,120,3,0
qFgjS0-pkpg,55,00:00:00,00:00:05,320,426,151,3,0
qGZY9NVgPrE,22,00:00:58,00:01:06,320,426,104,3,0
qHDPlfHcPos,21,00:01:00,00:01:08,320,568,241,3,0
qHHdEKYcl3g,45,00:00:11,00:00:14,320,426,91,3,1
qHuK80VKkKc,26,00:00:34,00:00:39,320,568,150,3,1
qIxRXG1uKyM,28,00:00:29,00:00:34,320,568,151,3,0
qJqWqWPbVfE,73,00:00:00,00:00:04,320,426,121,3,0
qK4dHSk5nbQ,67,00:00:02,00:00:10,320,426,120,3,0
qKZRQ-HQ9Cc,34,00:00:05,00:00:07,320,426,60,3,0
qKxfNKw6THo,66,00:00:06,00:00:09,320,568,72,3,0
qLMl-WPfFno,66,00:00:31,00:00:39,320,426,192,3,0
qLyLU14zxWU,65,00:00:18,00:00:22,320,568,100,3,0
qNyus0tHwGg,26,00:06:47,00:06:50,320,426,43,3,0
qQLAXjvIs7U,61,00:00:32,00:00:37,320,426,150,5,0
qRUkBGsIcpQ,34,00:00:00,00:00:08,320,568,241,3,0
qRth_LInVIM,13,00:01:08,00:01:14,320,572,180,3,0
qRtvY0C8SQg,28,00:00:07,00:00:14,320,568,210,5,0
qUcCZTnImCI,73,00:00:12,00:00:18,320,426,150,3,0
qWPYmLBMzqw,56,00:01:25,00:01:28,320,568,90,3,0
qZOK67jJBRQ,36,00:02:45,00:02:50,320,568,126,3,0
qeYwsddRGEY,21,00:00:02,00:00:10,320,568,240,3,1
qh4DATEKFLc,73,00:00:02,00:00:10,320,426,240,3,1
qhpz14krqOM,61,00:00:24,00:00:32,320,426,200,3,0
qi1p0yh4X3I,44,00:02:37,00:02:42,320,568,125,3,0
qjOfux7Kacg,34,00:00:34,00:00:38,320,568,120,3,0
qjn56iwc6nQ,66,00:00:00,00:00:03,320,568,91,3,0
qjq5iJm0ASQ,72,00:00:00,00:00:05,320,568,121,3,0
qkDg1tB3B5k,22,00:00:06,00:00:13,320,426,210,3,1
qkxy4NR8NmQ,28,00:00:07,00:00:10,320,568,36,3,0
ql5FRNQvxng,61,00:00:00,00:00:08,320,568,241,3,0
qlXKFC-JEOA,26,00:00:10,00:00:16,320,426,180,3,0
qlaBSnLq45s,73,00:01:33,00:01:38,320,568,150,3,0
qnC8QD72CDc,73,00:00:32,00:00:34,320,568,48,3,0
qnHxfZ6BU2M,61,00:00:04,00:00:09,320,426,150,3,0
qrNkLVUGRPE,76,00:00:00,00:00:06,320,426,90,3,0
qrS9sPHFcOc,28,00:00:00,00:00:04,320,426,121,3,1
qrV7bDqDQSA,15,00:00:14,00:00:20,320,426,181,3,1
